,Date,Team,TeamRank,TeamRating,Score,Opponent,OppRank,OppRating,RatingDiff,GameTo15VictoryMargin
18,2019-04-27,California-San Diego,2,2261,"Score(team_a=12, team_b=9)",Cal State-Long Beach,83.0,1201.0,1060.0,3.75
19,2019-04-27,California-San Diego,2,2261,"Score(team_a=13, team_b=1)",Southern California,84.0,1175.0,1086.0,13.846153846153845
20,2019-04-28,California-San Diego,2,2261,"Score(team_a=13, team_b=1)",Northern Arizona,89.0,1162.0,1099.0,13.846153846153845
21,2019-04-28,California-San Diego,2,2261,"Score(team_a=15, team_b=7)",UCLA,16.0,1863.0,398.0,8.0
22,2019-04-28,California-San Diego,2,2261,"Score(team_a=15, team_b=2)",California-Santa Barbara,7.0,2015.0,246.0,13.0
24,2019-04-13,Ohio State,3,2236,"Score(team_a=13, team_b=1)",Miami (Ohio),310.0,-387.0,2623.0,13.846153846153845
25,2019-04-13,Ohio State,3,2236,"Score(team_a=13, team_b=1)",Case Western Reserve,79.0,1230.0,1006.0,13.846153846153845
26,2019-04-27,Ohio State,3,2236,"Score(team_a=13, team_b=3)",Pennsylvania,44.0,1454.0,782.0,11.538461538461537
27,2019-04-27,Ohio State,3,2236,"Score(team_a=13, team_b=3)",Ohio,94.0,1135.0,1101.0,11.538461538461537
28,2019-04-27,Ohio State,3,2236,"Score(team_a=13, team_b=7)",Penn State,55.0,1378.0,858.0,6.9230769230769225
29,2019-04-27,Ohio State,3,2236,"Score(team_a=13, team_b=4)",Case Western Reserve,79.0,1230.0,1006.0,10.384615384615383
30,2019-04-28,Ohio State,3,2236,"Score(team_a=15, team_b=2)",West Chester,37.0,1597.0,639.0,13.0
31,2019-04-28,Ohio State,3,2236,"Score(team_a=13, team_b=5)",Pittsburgh,9.0,1957.0,279.0,9.23076923076923
32,2019-04-13,Carleton College-Syzygy,4,2150,"Score(team_a=13, team_b=2)",Nebraska,167.0,760.0,1390.0,12.692307692307692
34,2019-04-13,Carleton College-Syzygy,4,2150,"Score(team_a=13, team_b=4)",Iowa State,71.0,1270.0,880.0,10.384615384615383
35,2019-04-13,Carleton College-Syzygy,4,2150,"Score(team_a=13, team_b=1)",Northern Iowa,175.0,708.0,1442.0,13.846153846153845
36,2019-04-14,Carleton College-Syzygy,4,2150,"Score(team_a=13, team_b=0)",Minnesota-Duluth,87.0,1171.0,979.0,14.999999999999998
37,2019-04-14,Carleton College-Syzygy,4,2150,"Score(team_a=10, team_b=9)",Minnesota,18.0,1860.0,290.0,1.5
38,2019-04-27,Carleton College-Syzygy,4,2150,"Score(team_a=15, team_b=2)",Iowa,124.0,944.0,1206.0,13.0
39,2019-04-27,Carleton College-Syzygy,4,2150,"Score(team_a=15, team_b=3)",Wisconsin-Milwaukee,166.0,769.0,1381.0,12.0
40,2019-04-27,Carleton College-Syzygy,4,2150,"Score(team_a=15, team_b=4)",Iowa State,71.0,1270.0,880.0,11.0
41,2019-04-28,Carleton College-Syzygy,4,2150,"Score(team_a=15, team_b=10)",Minnesota,18.0,1860.0,290.0,5.0
42,2019-04-28,Carleton College-Syzygy,4,2150,"Score(team_a=13, team_b=8)",Wisconsin,20.0,1851.0,299.0,5.769230769230768
43,2019-04-13,Dartmouth,5,2080,"Score(team_a=13, team_b=2)",Maine,279.0,-70.0,2150.0,12.692307692307692
44,2019-04-13,Dartmouth,5,2080,"Score(team_a=12, team_b=7)",Massachusetts,62.0,1345.0,735.0,6.25
45,2019-04-13,Dartmouth,5,2080,"Score(team_a=13, team_b=10)",Vermont,28.0,1695.0,385.0,3.4615384615384612
46,2019-04-13,Dartmouth,5,2080,"Score(team_a=13, team_b=4)",Rhode Island,300.0,-272.0,2352.0,10.384615384615383
47,2019-04-14,Dartmouth,5,2080,"Score(team_a=13, team_b=5)",Brown,59.0,1368.0,712.0,9.23076923076923
48,2019-04-14,Dartmouth,5,2080,"Score(team_a=13, team_b=4)",New Hampshire,81.0,1210.0,870.0,10.384615384615383
49,2019-04-14,Dartmouth,5,2080,"Score(team_a=11, team_b=7)",Vermont,28.0,1695.0,385.0,5.454545454545454
50,2019-04-27,Dartmouth,5,2080,"Score(team_a=13, team_b=7)",Tufts,19.0,1854.0,226.0,6.9230769230769225
51,2019-04-27,Dartmouth,5,2080,"Score(team_a=13, team_b=0)",New Hampshire,81.0,1210.0,870.0,14.999999999999998
52,2019-04-27,Dartmouth,5,2080,"Score(team_a=13, team_b=2)",Brown,59.0,1368.0,712.0,12.692307692307692
53,2019-04-27,Dartmouth,5,2080,"Score(team_a=13, team_b=1)",Boston University,95.0,1118.0,962.0,13.846153846153845
54,2019-04-28,Dartmouth,5,2080,"Score(team_a=13, team_b=4)",Harvard,39.0,1578.0,502.0,10.384615384615383
55,2019-04-28,Dartmouth,5,2080,"Score(team_a=15, team_b=14)",Tufts,19.0,1854.0,226.0,1.0
56,2019-04-13,Western Washington,6,2062,"Score(team_a=13, team_b=1)",Oregon State,147.0,829.0,1233.0,13.846153846153845
57,2019-04-13,Western Washington,6,2062,"Score(team_a=13, team_b=0)",Portland State,230.0,343.0,1719.0,14.999999999999998
58,2019-04-13,Western Washington,6,2062,"Score(team_a=9, team_b=7)",Oregon,21.0,1822.0,240.0,3.3333333333333335
59,2019-04-14,Western Washington,6,2062,"Score(team_a=7, team_b=9)",British Columbia,8.0,1997.0,65.0,-3.3333333333333335
60,2019-04-27,Western Washington,6,2062,"Score(team_a=13, team_b=6)",Utah,36.0,1607.0,455.0,8.076923076923077
61,2019-04-27,Western Washington,6,2062,"Score(team_a=13, team_b=3)",Boise State,134.0,879.0,1183.0,11.538461538461537
62,2019-04-27,Western Washington,6,2062,"Score(team_a=10, team_b=9)",Washington,24.0,1769.0,293.0,1.5
63,2019-04-28,Western Washington,6,2062,"Score(team_a=15, team_b=5)",Utah,36.0,1607.0,455.0,10.0
64,2019-04-28,Western Washington,6,2062,"Score(team_a=15, team_b=5)",Washington,24.0,1769.0,293.0,10.0
65,2019-04-13,California-Santa Barbara,7,2015,"Score(team_a=12, team_b=8)",Cal Poly-SLO,23.0,1783.0,232.0,5.0
66,2019-04-13,California-Santa Barbara,7,2015,"Score(team_a=10, team_b=4)",Occidental,137.0,862.0,1153.0,9.0
67,2019-04-13,California-Santa Barbara,7,2015,"Score(team_a=12, team_b=3)",Cal State-Long Beach,83.0,1201.0,814.0,11.25
68,2019-04-13,California-Santa Barbara,7,2015,"Score(team_a=11, team_b=2)",Claremont,149.0,824.0,1191.0,12.272727272727272
69,2019-04-14,California-Santa Barbara,7,2015,"Score(team_a=8, team_b=12)",UCLA,16.0,1863.0,152.0,-5.0
70,2019-04-14,California-Santa Barbara,7,2015,"Score(team_a=7, team_b=13)",Cal Poly-SLO,23.0,1783.0,232.0,-6.9230769230769225
71,2019-04-27,California-Santa Barbara,7,2015,"Score(team_a=13, team_b=4)",Chico State,101.0,1078.0,937.0,10.384615384615383
72,2019-04-27,California-Santa Barbara,7,2015,"Score(team_a=12, team_b=9)",UCLA,16.0,1863.0,152.0,3.75
73,2019-04-27,California-Santa Barbara,7,2015,"Score(team_a=12, team_b=7)",California-Davis,43.0,1483.0,532.0,6.25
74,2019-04-27,California-Santa Barbara,7,2015,"Score(team_a=10, team_b=7)",California,25.0,1756.0,259.0,4.5
75,2019-04-28,California-Santa Barbara,7,2015,"Score(team_a=13, team_b=6)",San Diego State,60.0,1363.0,652.0,8.076923076923077
76,2019-04-28,California-Santa Barbara,7,2015,"Score(team_a=13, team_b=10)",Cal Poly-SLO,23.0,1783.0,232.0,3.4615384615384612
79,2019-04-13,British Columbia,8,1997,"Score(team_a=13, team_b=0)",Victoria,86.0,1171.0,826.0,14.999999999999998
81,2019-04-13,British Columbia,8,1997,"Score(team_a=10, team_b=6)",Washington,24.0,1769.0,228.0,6.0
83,2019-04-27,British Columbia,8,1997,"Score(team_a=12, team_b=7)",Whitman,51.0,1412.0,585.0,6.25
84,2019-04-27,British Columbia,8,1997,"Score(team_a=13, team_b=2)",Victoria,86.0,1171.0,826.0,12.692307692307692
85,2019-04-27,British Columbia,8,1997,"Score(team_a=9, team_b=10)",Oregon,21.0,1822.0,175.0,-1.5
86,2019-04-28,British Columbia,8,1997,"Score(team_a=10, team_b=12)",Washington,24.0,1769.0,228.0,-2.5
87,2019-04-28,British Columbia,8,1997,"Score(team_a=12, team_b=14)",Oregon,21.0,1822.0,175.0,-2.142857142857143
88,2019-04-14,Pittsburgh,9,1957,"Score(team_a=12, team_b=4)",Carnegie Mellon,90.0,1155.0,802.0,10.0
90,2019-04-14,Pittsburgh,9,1957,"Score(team_a=13, team_b=1)",Drexel,179.0,689.0,1268.0,13.846153846153845
91,2019-04-14,Pittsburgh,9,1957,"Score(team_a=12, team_b=7)",Penn State,55.0,1378.0,579.0,6.25
92,2019-04-27,Pittsburgh,9,1957,"Score(team_a=8, team_b=5)",West Chester,37.0,1597.0,360.0,5.625
93,2019-04-27,Pittsburgh,9,1957,"Score(team_a=10, team_b=3)",Dayton,85.0,1173.0,784.0,10.5
94,2019-04-27,Pittsburgh,9,1957,"Score(team_a=10, team_b=1)",Carnegie Mellon,90.0,1155.0,802.0,13.5
96,2019-04-28,Pittsburgh,9,1957,"Score(team_a=11, team_b=7)",Pennsylvania,44.0,1454.0,503.0,5.454545454545454
98,2019-04-28,Pittsburgh,9,1957,"Score(team_a=15, team_b=5)",Penn State,55.0,1378.0,579.0,10.0
99,2019-04-13,Texas,10,1942,"Score(team_a=11, team_b=0)",Houston,316.0,-564.0,2506.0,14.999999999999998
100,2019-04-13,Texas,10,1942,"Score(team_a=8, team_b=4)",Texas A&M,190.0,604.0,1338.0,7.5
102,2019-04-14,Texas,10,1942,"Score(team_a=8, team_b=2)",Baylor,180.0,688.0,1254.0,11.25
103,2019-04-14,Texas,10,1942,"Score(team_a=11, team_b=7)",Texas-Dallas,66.0,1323.0,619.0,5.454545454545454
104,2019-04-27,Texas,10,1942,"Score(team_a=13, team_b=7)",Colorado State,88.0,1168.0,774.0,6.9230769230769225
105,2019-04-27,Texas,10,1942,"Score(team_a=13, team_b=3)",Texas Christian,192.0,599.0,1343.0,11.538461538461537
106,2019-04-27,Texas,10,1942,"Score(team_a=13, team_b=2)",Denver,78.0,1234.0,708.0,12.692307692307692
107,2019-04-27,Texas,10,1942,"Score(team_a=13, team_b=3)",Washington University,35.0,1616.0,326.0,11.538461538461537
108,2019-04-28,Texas,10,1942,"Score(team_a=11, team_b=2)",Oklahoma,122.0,947.0,995.0,12.272727272727272
109,2019-04-28,Texas,10,1942,"Score(team_a=12, team_b=7)",Colorado College,30.0,1644.0,298.0,6.25
110,2019-04-13,Clemson,11,1938,"Score(team_a=11, team_b=2)",Charleston,282.0,-97.0,2035.0,12.272727272727272
111,2019-04-13,Clemson,11,1938,"Score(team_a=11, team_b=0)",Wake Forest,224.0,385.0,1553.0,14.999999999999998
112,2019-04-13,Clemson,11,1938,"Score(team_a=10, team_b=7)",North Carolina State,27.0,1702.0,236.0,4.5
113,2019-04-13,Clemson,11,1938,"Score(team_a=11, team_b=0)",North Carolina-Charlotte,308.0,-382.0,2320.0,14.999999999999998
114,2019-04-13,Clemson,11,1938,"Score(team_a=9, team_b=8)",South Carolina,12.0,1932.0,6.0,1.6666666666666667
115,2019-04-27,Clemson,11,1938,"Score(team_a=13, team_b=2)",Georgetown,77.0,1235.0,703.0,12.692307692307692
116,2019-04-27,Clemson,11,1938,"Score(team_a=13, team_b=1)",Towson,139.0,854.0,1084.0,13.846153846153845
117,2019-04-27,Clemson,11,1938,"Score(team_a=11, team_b=7)",North Carolina State,27.0,1702.0,236.0,5.454545454545454
118,2019-04-28,Clemson,11,1938,"Score(team_a=13, team_b=10)",Duke,50.0,1413.0,525.0,3.4615384615384612
119,2019-04-28,Clemson,11,1938,"Score(team_a=15, team_b=6)",North Carolina-Wilmington,13.0,1888.0,50.0,9.0
121,2019-04-13,South Carolina,12,1932,"Score(team_a=9, team_b=5)",North Carolina State,27.0,1702.0,230.0,6.666666666666667
122,2019-04-13,South Carolina,12,1932,"Score(team_a=11, team_b=0)",Charleston,282.0,-97.0,2029.0,14.999999999999998
123,2019-04-13,South Carolina,12,1932,"Score(team_a=11, team_b=0)",North Carolina-Charlotte,308.0,-382.0,2314.0,14.999999999999998
124,2019-04-13,South Carolina,12,1932,"Score(team_a=11, team_b=0)",Wake Forest,224.0,385.0,1547.0,14.999999999999998
126,2019-04-27,South Carolina,12,1932,"Score(team_a=13, team_b=8)",William & Mary,64.0,1327.0,605.0,5.769230769230768
127,2019-04-27,South Carolina,12,1932,"Score(team_a=13, team_b=3)",George Washington,146.0,831.0,1101.0,11.538461538461537
128,2019-04-27,South Carolina,12,1932,"Score(team_a=13, team_b=3)",Delaware,31.0,1633.0,299.0,11.538461538461537
129,2019-04-28,South Carolina,12,1932,"Score(team_a=14, team_b=9)",North Carolina State,27.0,1702.0,230.0,5.357142857142857
131,2019-04-28,South Carolina,12,1932,"Score(team_a=5, team_b=11)",North Carolina-Wilmington,13.0,1888.0,44.0,-8.181818181818182
133,2019-04-13,North Carolina-Wilmington,13,1888,"Score(team_a=13, team_b=1)",East Carolina,276.0,-53.0,1941.0,13.846153846153845
134,2019-04-13,North Carolina-Wilmington,13,1888,"Score(team_a=13, team_b=0)",Appalachian State,152.0,812.0,1076.0,14.999999999999998
135,2019-04-13,North Carolina-Wilmington,13,1888,"Score(team_a=11, team_b=4)",Duke,50.0,1413.0,475.0,9.545454545454545
136,2019-04-27,North Carolina-Wilmington,13,1888,"Score(team_a=11, team_b=6)",Liberty,115.0,1001.0,887.0,6.8181818181818175
137,2019-04-27,North Carolina-Wilmington,13,1888,"Score(team_a=13, team_b=2)",Maryland,91.0,1144.0,744.0,12.692307692307692
138,2019-04-27,North Carolina-Wilmington,13,1888,"Score(team_a=9, team_b=6)",Virginia,40.0,1542.0,346.0,5.0
139,2019-04-28,North Carolina-Wilmington,13,1888,"Score(team_a=15, team_b=2)",William & Mary,64.0,1327.0,561.0,13.0
143,2019-04-13,Georgia,14,1872,"Score(team_a=13, team_b=5)",Tennessee-Chattanooga,141.0,843.0,1029.0,9.23076923076923
144,2019-04-13,Georgia,14,1872,"Score(team_a=11, team_b=1)",Georgia State,208.0,490.0,1382.0,13.636363636363635
145,2019-04-13,Georgia,14,1872,"Score(team_a=13, team_b=4)",Kennesaw State,82.0,1209.0,663.0,10.384615384615383
146,2019-04-14,Georgia,14,1872,"Score(team_a=13, team_b=4)",Emory,54.0,1389.0,483.0,10.384615384615383
147,2019-04-27,Georgia,14,1872,"Score(team_a=15, team_b=6)",Mississippi State,119.0,987.0,885.0,9.0
148,2019-04-27,Georgia,14,1872,"Score(team_a=15, team_b=3)",Kennesaw State,82.0,1209.0,663.0,12.0
149,2019-04-28,Georgia,14,1872,"Score(team_a=15, team_b=3)",Central Florida,99.0,1099.0,773.0,12.0
150,2019-04-28,Georgia,14,1872,"Score(team_a=15, team_b=7)",Florida State,41.0,1528.0,344.0,8.0
151,2019-04-28,Georgia,14,1872,"Score(team_a=15, team_b=7)",Florida,33.0,1619.0,253.0,8.0
152,2019-04-13,Northeastern,15,1866,"Score(team_a=9, team_b=3)",Harvard,39.0,1578.0,288.0,10.0
153,2019-04-13,Northeastern,15,1866,"Score(team_a=8, team_b=9)",Tufts,19.0,1854.0,12.0,-1.6666666666666667
154,2019-04-13,Northeastern,15,1866,"Score(team_a=11, team_b=1)",MIT,110.0,1020.0,846.0,13.636363636363635
155,2019-04-13,Northeastern,15,1866,"Score(team_a=11, team_b=2)",Boston College,121.0,960.0,906.0,12.272727272727272
156,2019-04-13,Northeastern,15,1866,"Score(team_a=11, team_b=6)",Boston University,95.0,1118.0,748.0,6.8181818181818175
157,2019-04-27,Northeastern,15,1866,"Score(team_a=10, team_b=7)",Vermont,28.0,1695.0,171.0,4.5
158,2019-04-27,Northeastern,15,1866,"Score(team_a=11, team_b=3)",Boston College,121.0,960.0,906.0,10.909090909090908
159,2019-04-27,Northeastern,15,1866,"Score(team_a=10, team_b=3)",Massachusetts,62.0,1345.0,521.0,10.5
160,2019-04-27,Northeastern,15,1866,"Score(team_a=10, team_b=8)",Harvard,39.0,1578.0,288.0,3.0
161,2019-04-28,Northeastern,15,1866,"Score(team_a=8, team_b=13)",Tufts,19.0,1854.0,12.0,-5.769230769230768
162,2019-04-28,Northeastern,15,1866,"Score(team_a=11, team_b=10)",Vermont,28.0,1695.0,171.0,1.3636363636363635
163,2019-04-28,Northeastern,15,1866,"Score(team_a=14, team_b=12)",Harvard,39.0,1578.0,288.0,2.142857142857143
165,2019-04-13,UCLA,16,1863,"Score(team_a=13, team_b=0)",California-Irvine,240.0,282.0,1581.0,14.999999999999998
166,2019-04-13,UCLA,16,1863,"Score(team_a=13, team_b=5)",Southern California,84.0,1175.0,688.0,9.23076923076923
167,2019-04-13,UCLA,16,1863,"Score(team_a=11, team_b=5)",San Diego State,60.0,1363.0,500.0,8.181818181818182
170,2019-04-14,UCLA,16,1863,"Score(team_a=10, team_b=8)",Cal Poly-SLO,23.0,1783.0,80.0,3.0
171,2019-04-27,UCLA,16,1863,"Score(team_a=12, team_b=10)",California,25.0,1756.0,107.0,2.5
173,2019-04-27,UCLA,16,1863,"Score(team_a=10, team_b=8)",San Diego State,60.0,1363.0,500.0,3.0
174,2019-04-27,UCLA,16,1863,"Score(team_a=10, team_b=6)",California-Davis,43.0,1483.0,380.0,6.0
175,2019-04-28,UCLA,16,1863,"Score(team_a=13, team_b=5)",Chico State,101.0,1078.0,785.0,9.23076923076923
177,2019-04-28,UCLA,16,1863,"Score(team_a=13, team_b=10)",Stanford,22.0,1817.0,46.0,3.4615384615384612
178,2019-04-28,UCLA,16,1863,"Score(team_a=15, team_b=10)",Cal Poly-SLO,23.0,1783.0,80.0,5.0
179,2019-04-13,Colorado,17,1862,"Score(team_a=11, team_b=2)",Denver,78.0,1234.0,628.0,12.272727272727272
180,2019-04-13,Colorado,17,1862,"Score(team_a=10, team_b=7)",Colorado College,30.0,1644.0,218.0,4.5
181,2019-04-13,Colorado,17,1862,"Score(team_a=9, team_b=1)",Colorado State,88.0,1168.0,694.0,13.333333333333334
182,2019-04-13,Colorado,17,1862,"Score(team_a=11, team_b=0)",Colorado-Denver,286.0,-121.0,1983.0,14.999999999999998
183,2019-04-27,Colorado,17,1862,"Score(team_a=12, team_b=11)",Texas-Dallas,66.0,1323.0,539.0,1.25
184,2019-04-27,Colorado,17,1862,"Score(team_a=13, team_b=2)",Texas-San Antonio,231.0,341.0,1521.0,12.692307692307692
185,2019-04-27,Colorado,17,1862,"Score(team_a=13, team_b=0)",Texas State,96.0,1113.0,749.0,14.999999999999998
186,2019-04-27,Colorado,17,1862,"Score(team_a=11, team_b=12)",Colorado College,30.0,1644.0,218.0,-1.25
187,2019-04-28,Colorado,17,1862,"Score(team_a=13, team_b=3)",Kansas,140.0,848.0,1014.0,11.538461538461537
188,2019-04-28,Colorado,17,1862,"Score(team_a=15, team_b=4)",Denver,78.0,1234.0,628.0,11.0
189,2019-04-28,Colorado,17,1862,"Score(team_a=13, team_b=9)",Washington University,35.0,1616.0,246.0,4.615384615384615
190,2019-04-28,Colorado,17,1862,"Score(team_a=13, team_b=7)",Colorado College,30.0,1644.0,218.0,6.9230769230769225
191,2019-04-13,Minnesota,18,1860,"Score(team_a=12, team_b=2)",Iowa,124.0,944.0,916.0,12.5
192,2019-04-13,Minnesota,18,1860,"Score(team_a=13, team_b=1)",Northern Iowa,175.0,708.0,1152.0,13.846153846153845
193,2019-04-13,Minnesota,18,1860,"Score(team_a=13, team_b=2)",Minnesota-Duluth,87.0,1171.0,689.0,12.692307692307692
195,2019-04-14,Minnesota,18,1860,"Score(team_a=13, team_b=4)",Iowa State,71.0,1270.0,590.0,10.384615384615383
197,2019-04-14,Minnesota,18,1860,"Score(team_a=11, team_b=5)",Iowa State,71.0,1270.0,590.0,8.181818181818182
198,2019-04-27,Minnesota,18,1860,"Score(team_a=13, team_b=3)",Minnesota-Duluth,87.0,1171.0,689.0,11.538461538461537
199,2019-04-27,Minnesota,18,1860,"Score(team_a=15, team_b=2)",Marquette,133.0,892.0,968.0,13.0
200,2019-04-27,Minnesota,18,1860,"Score(team_a=10, team_b=12)",Wisconsin,20.0,1851.0,9.0,-2.5
201,2019-04-27,Minnesota,18,1860,"Score(team_a=15, team_b=2)",Iowa,124.0,944.0,916.0,13.0
203,2019-04-28,Minnesota,18,1860,"Score(team_a=15, team_b=4)",Minnesota-Duluth,87.0,1171.0,689.0,11.0
204,2019-04-28,Minnesota,18,1860,"Score(team_a=15, team_b=4)",Iowa State,71.0,1270.0,590.0,11.0
205,2019-04-13,Tufts,19,1854,"Score(team_a=11, team_b=6)",Boston University,95.0,1118.0,736.0,6.8181818181818175
207,2019-04-13,Tufts,19,1854,"Score(team_a=9, team_b=4)",Boston College,121.0,960.0,894.0,8.333333333333334
208,2019-04-13,Tufts,19,1854,"Score(team_a=11, team_b=6)",Harvard,39.0,1578.0,276.0,6.8181818181818175
209,2019-04-13,Tufts,19,1854,"Score(team_a=11, team_b=3)",MIT,110.0,1020.0,834.0,10.909090909090908
211,2019-04-27,Tufts,19,1854,"Score(team_a=10, team_b=3)",Boston University,95.0,1118.0,736.0,10.5
212,2019-04-27,Tufts,19,1854,"Score(team_a=13, team_b=1)",New Hampshire,81.0,1210.0,644.0,13.846153846153845
213,2019-04-27,Tufts,19,1854,"Score(team_a=13, team_b=4)",Brown,59.0,1368.0,486.0,10.384615384615383
216,2019-04-20,Wisconsin,20,1851,"Score(team_a=13, team_b=3)",Wisconsin-La Crosse,193.0,599.0,1252.0,11.538461538461537
217,2019-04-20,Wisconsin,20,1851,"Score(team_a=13, team_b=2)",Marquette,133.0,892.0,959.0,12.692307692307692
219,2019-04-20,Wisconsin,20,1851,"Score(team_a=13, team_b=0)",Wisconsin-Eau Claire,225.0,381.0,1470.0,14.999999999999998
220,2019-04-21,Wisconsin,20,1851,"Score(team_a=13, team_b=0)",Wisconsin-Milwaukee,166.0,769.0,1082.0,14.999999999999998
221,2019-04-21,Wisconsin,20,1851,"Score(team_a=13, team_b=0)",Wisconsin-Oshkosh,229.0,346.0,1505.0,14.999999999999998
222,2019-04-21,Wisconsin,20,1851,"Score(team_a=13, team_b=2)",Wisconsin-Milwaukee,166.0,769.0,1082.0,12.692307692307692
223,2019-04-27,Wisconsin,20,1851,"Score(team_a=15, team_b=5)",Marquette,133.0,892.0,959.0,10.0
224,2019-04-27,Wisconsin,20,1851,"Score(team_a=15, team_b=7)",Minnesota-Duluth,87.0,1171.0,680.0,8.0
226,2019-04-28,Wisconsin,20,1851,"Score(team_a=15, team_b=8)",Iowa State,71.0,1270.0,581.0,7.0
228,2019-04-13,Oregon,21,1822,"Score(team_a=12, team_b=2)",Portland State,230.0,343.0,1479.0,12.5
229,2019-04-13,Oregon,21,1822,"Score(team_a=11, team_b=4)",Oregon State,147.0,829.0,993.0,9.545454545454545
231,2019-04-14,Oregon,21,1822,"Score(team_a=11, team_b=1)",Victoria,86.0,1171.0,651.0,13.636363636363635
234,2019-04-14,Oregon,21,1822,"Score(team_a=9, team_b=10)",Washington,24.0,1769.0,53.0,-1.5
235,2019-04-27,Oregon,21,1822,"Score(team_a=9, team_b=5)",Victoria,86.0,1171.0,651.0,6.666666666666667
236,2019-04-27,Oregon,21,1822,"Score(team_a=9, team_b=10)",Whitman,51.0,1412.0,410.0,-1.5
238,2019-04-27,Oregon,21,1822,"Score(team_a=10, team_b=12)",Utah,36.0,1607.0,215.0,-2.5
239,2019-04-28,Oregon,21,1822,"Score(team_a=13, team_b=5)",Victoria,86.0,1171.0,651.0,9.23076923076923
241,2019-04-28,Oregon,21,1822,"Score(team_a=14, team_b=9)",Utah,36.0,1607.0,215.0,5.357142857142857
242,2019-04-13,Stanford,22,1817,"Score(team_a=13, team_b=3)",Sonoma State,232.0,335.0,1482.0,11.538461538461537
243,2019-04-13,Stanford,22,1817,"Score(team_a=13, team_b=2)",California-Santa Cruz,106.0,1032.0,785.0,12.692307692307692
244,2019-04-13,Stanford,22,1817,"Score(team_a=13, team_b=2)",Chico State,101.0,1078.0,739.0,12.692307692307692
245,2019-04-14,Stanford,22,1817,"Score(team_a=9, team_b=11)",California,25.0,1756.0,61.0,-2.727272727272727
246,2019-04-14,Stanford,22,1817,"Score(team_a=15, team_b=0)",Chico State,101.0,1078.0,739.0,15.0
248,2019-04-27,Stanford,22,1817,"Score(team_a=10, team_b=3)",Cal State-Long Beach,83.0,1201.0,616.0,10.5
249,2019-04-27,Stanford,22,1817,"Score(team_a=10, team_b=4)",Northern Arizona,89.0,1162.0,655.0,9.0
250,2019-04-27,Stanford,22,1817,"Score(team_a=7, team_b=11)",Cal Poly-SLO,23.0,1783.0,34.0,-5.454545454545454
251,2019-04-28,Stanford,22,1817,"Score(team_a=12, team_b=8)",Southern California,84.0,1175.0,642.0,5.0
252,2019-04-28,Stanford,22,1817,"Score(team_a=14, team_b=10)",California,25.0,1756.0,61.0,4.285714285714286
254,2019-04-28,Stanford,22,1817,"Score(team_a=12, team_b=10)",California-Davis,43.0,1483.0,334.0,2.5
256,2019-04-13,Cal Poly-SLO,23,1783,"Score(team_a=13, team_b=5)",Claremont,149.0,824.0,959.0,9.23076923076923
